252,122,7
253,73,7
241,123,1
242,104,6
215,75,10
247,91,7
210,84,6
277,94,5
262,104,9
259,100,10
245,94,3
258,100,7
271,59,3
233,88,4
280,103,10
201,125,7
242,133,3
258,116,9
225,126,10
252,98,10
248,110,1
228,73,9
245,110,9
204,113,8
281,105,10
255,77,7
246,103,9
273,100,8
281,116,6
223,129,1
231,98,7
219,109,10
234,86,7
224,65,8
243,92,6
285,71,8
217,106,10
243,69,2
273,97,2
221,95,8
214,93,10
263,122,7
235,114,7
230,102,8
197,72,10
271,83,8
275,74,5
228,71,3
298,139,7
229,99,5
274,79,10
253,109,4
252,87,5
238,72,1
253,75,2
301,104,9
242,110,2
256,113,3
253,111,5
241,102,6
261,93,4
263,143,8
286,95,6
268,138,1
284,111,8
249,121,2
241,104,2
244,110,5
262,99,5
276,119,3
237,48,7
272,100,2
270,131,3
258,90,2
321,128,7
252,113,3
285,88,3
276,75,10
296,115,2
265,134,6
174,69,1
214,102,10
232,99,4
264,94,4
269,124,7
279,103,3
240,111,10
287,76,6
299,126,9
261,95,2
220,70,5
217,83,1
193,99,9
261,97,1
268,118,7
238,112,3
224,92,6
236,114,2
214,108,6
240,81,1
254,81,8
233,87,3
303,74,7
203,111,4
247,127,2
265,94,10
243,102,1
233,76,8
206,80,9
223,127,6
245,106,8
190,71,2
218,100,4
254,96,3
256,134,5
238,104,9
272,99,1
219,87,3
259,75,7
256,93,8
223,120,4
213,85,6
249,85,2
213,116,8
264,100,9
222,141,5
243,59,9
217,87,2
192,92,2
253,107,9
225,116,1
251,80,10
240,113,10
231,81,10
235,138,8
194,76,2
220,93,6
267,95,3
237,105,10
260,98,6
248,126,7
260,98,7
267,90,10
270,92,8
312,71,9
270,125,8
261,105,9
227,93,10
226,130,6
268,74,7
276,104,3
260,70,4
238,118,5
256,74,9
290,127,9
253,108,6
215,114,8
256,111,8
246,97,2
276,68,7
275,104,10
281,80,5
240,133,8
247,125,10
253,108,7
263,92,3
259,85,4
252,111,9
243,100,6
245,103,2
249,86,3
235,120,7
231,161,10
246,96,5
257,106,6
261,108,3
235,102,5
222,99,9
236,93,7
263,100,8
214,66,7
293,107,6
247,133,5
239,56,10
264,110,2
274,66,8
276,103,2
269,66,10
297,97,9
249,87,1
263,101,4
255,76,1
260,74,9
221,101,6
259,63,9
289,93,3
258,102,7
247,103,6
277,103,10
285,94,1
262,118,1
254,122,9
267,114,8
221,131,4
262,97,9
234,105,4
254,89,8
200,95,3
252,119,4
278,65,4
245,99,3
232,97,9
238,88,7
248,85,4
265,105,2
233,108,6
277,125,6
240,100,10
222,97,9
244,102,10
286,93,5
267,103,1
282,65,6
250,80,8
214,117,5
248,66,9
250,83,4
251,80,1
273,73,8
250,107,3
222,99,2
257,111,1
228,92,2
206,97,4
228,90,3
246,73,9
261,121,3
244,113,2
240,74,5
309,103,9
238,131,7
280,137,6
246,119,4
280,85,8
240,99,1
260,102,3
295,117,2
254,84,4
194,122,9
260,105,1
260,72,1
241,65,5
275,97,7
246,111,7
238,124,3
240,110,5
222,115,5
272,109,5
283,118,5
241,139,6
258,101,8
295,106,10
246,101,9
267,82,10
281,113,4
207,114,7
228,94,1
216,120,8
265,91,1
229,100,3
249,152,6
244,91,4
297,128,10
242,119,10
275,87,1
279,104,2
243,135,7
258,100,9
193,120,8
250,101,2
273,49,3
276,89,9
240,64,2
255,119,1
258,130,1
237,100,9
277,80,2
283,92,5
249,118,7
267,84,7
265,128,1
300,94,7
263,107,9
235,120,5
225,82,8
237,109,8
241,124,7
231,122,6
218,66,7
244,123,4
279,110,1
272,125,1
214,106,6
242,102,2
263,100,2
273,93,5
261,91,2
244,86,4
235,106,8
233,114,6
253,104,9
240,112,1
253,88,4
262,100,10
262,126,5
261,83,7
253,98,6
222,94,4
293,104,9
261,90,10
182,140,6
253,73,8
276,79,3
267,33,9
246,101,7
214,106,1
215,70,8
236,81,4
200,72,4
231,82,5
256,109,5
275,81,10
231,116,1
241,97,3
282,44,9
204,119,2
259,97,4
255,100,7
282,78,2
257,111,9
245,119,7
245,82,7
233,115,7
230,87,7
250,100,10
201,124,3
214,129,8
211,106,8
164,61,9
242,42,9
271,118,6
245,74,10
251,115,9
242,91,1
234,84,9
267,66,3
219,101,9
266,132,9
263,92,6
208,84,3
224,111,4
276,122,3
259,120,8
240,108,8
243,99,7
298,129,10
232,88,9
282,96,4
199,96,5
269,103,8
250,114,5
270,106,10
240,92,2
262,102,2
248,102,9
289,97,8
239,67,4
237,110,2
239,94,8
262,86,3
262,123,8
227,85,6
233,124,10
268,102,8
239,86,3
249,128,6
259,101,9
294,99,8
243,154,3
265,93,2
289,89,10
274,79,4
249,100,3
238,79,1
258,115,3
253,91,2
258,101,1
220,127,7
351,88,6
240,119,1
235,84,8
239,82,1
211,95,6
280,58,4
227,124,3
253,105,10
264,66,7
261,98,2
201,98,2
249,87,1
247,115,9
226,96,10
224,107,10
208,131,1
285,123,3
193,107,2
261,95,1
275,103,7
259,79,10
290,84,4
248,79,5
252,73,6
282,125,4
216,88,1
235,83,2
297,96,2
256,145,8
274,90,2
244,82,10
245,89,8
299,78,9
217,88,7
259,101,7
261,101,6
200,127,6
215,77,2
238,102,10
250,101,7
241,105,3
205,76,2
229,69,9
251,127,6
213,117,1
221,133,9
282,83,9
275,129,8
232,92,1
287,69,1
250,79,10
219,91,5
203,107,7
258,136,9
295,117,8
247,120,10
261,122,7
215,103,10
234,135,8
257,108,2
234,121,1
263,101,1
244,98,1
270,92,10
264,97,4
256,112,2
281,32,3
217,97,10
210,99,7
232,114,1
274,92,2
247,108,4
240,68,5
230,67,2
285,130,6
269,111,9
252,117,8
253,83,2
236,80,8
218,108,10
289,107,4
256,73,3
220,65,4
272,95,7
262,94,9
248,102,7
204,131,5
227,78,6
217,112,7
256,128,7
216,119,7
268,95,6
236,116,4
260,96,10
229,114,2
237,79,4
244,117,7
245,92,8
243,84,7
240,118,8
223,133,9
237,80,8
270,104,10
237,69,2
269,86,5
242,165,10
236,81,8
197,121,4
232,87,10
251,89,6
240,90,7
269,101,3
199,108,7
278,124,5
261,108,8
277,104,4
262,97,7
206,105,3
211,127,7
276,82,2
238,104,3
232,105,3
266,117,3
260,106,4
253,70,1
282,143,5
223,76,3
228,123,4
228,83,6
279,104,3
234,117,6
259,81,4
216,97,10
219,101,2
259,97,1
258,138,10
235,87,4
252,134,7
260,100,10
209,105,4
235,97,2
232,112,2
269,76,8
238,86,7
236,105,10
244,75,10
273,86,1
222,88,8
287,98,5
216,75,3
238,112,9
276,126,2
265,133,4
270,90,2
244,62,2
231,98,8
228,116,9
281,100,8
271,109,1
267,106,4
247,58,3
262,86,9
265,109,3
236,111,2
267,79,8
231,80,5
287,90,1
242,102,1
238,118,5
266,75,5
244,111,9
240,122,10
289,142,1
253,165,4
222,94,6
251,115,8
258,117,9
295,71,3
256,110,2
280,108,4
236,102,5
253,90,2
233,135,6
289,139,7
257,96,5
233,83,8
251,118,4
260,123,4
243,96,2
275,81,2
286,132,9
230,104,1
228,73,8
243,91,10
274,110,5
264,122,4
267,36,2
283,76,7
276,61,7
265,65,3
278,106,6
243,89,5
231,109,6
232,57,10
237,104,9
247,84,1
239,146,8
271,102,3
253,49,2
247,111,1
254,117,4
229,77,8
264,114,3
262,79,7
321,88,9
277,89,6
245,76,9
218,84,6
259,124,3
247,59,10
273,111,5
277,109,2
237,95,5
271,105,1
265,107,4
216,124,4
272,93,9
249,85,7
239,94,10
221,83,10
262,144,2
246,126,7
246,61,2
258,83,6
253,103,3
262,112,8
184,107,2
211,128,3
254,117,3
231,102,7
211,107,4
281,110,9
216,98,10
209,108,6
252,102,9
246,97,5
257,108,10
203,89,3
272,150,4
271,98,7
240,110,8
270,111,6
255,127,7
288,88,5
271,106,7
194,112,5
236,127,9
264,83,8
265,78,4
214,87,5
306,103,7
233,101,10
258,115,1
192,69,8
268,99,1
262,79,8
241,120,3
268,86,4
242,104,7
281,91,5
284,117,2
238,87,10
263,144,5
225,119,4
230,117,1
283,114,2
273,118,5
252,103,8
266,128,1
242,100,1
255,87,3
239,104,2
248,103,2
219,116,5
247,92,3
234,53,7
203,137,10
213,129,9
250,82,6
293,111,5
280,109,9
242,141,7
212,103,3
233,128,10
246,103,4
221,113,10
258,118,8
185,108,10
256,104,9
289,84,4
211,96,7
212,83,10
283,93,8
239,102,9
268,129,2
246,89,9
211,88,1
197,116,10
231,66,10
229,64,7
