5050,122,7
5070,73,7
4830,123,1
4840,104,6
4300,75,10
4940,91,7
4205,84,6
5540,94,5
5240,104,9
5190,100,10
4905,94,3
5175,100,7
5430,59,3
4660,88,4
5615,103,10
4020,125,7
4850,133,3
5160,116,9
4505,126,10
5055,98,10
4975,110,1
4570,73,9
4915,110,9
4085,113,8
5620,105,10
5115,77,7
4920,103,9
5470,100,8
5620,116,6
4475,129,1
4635,98,7
4390,109,10
4685,86,7
4480,65,8
4875,92,6
5715,71,8
4345,106,10
4860,69,2
5460,97,2
4435,95,8
4290,93,10
5260,122,7
4715,114,7
4605,102,8
3955,72,10
5430,83,8
5500,74,5
4575,71,3
5975,139,7
4580,99,5
5480,79,10
5060,109,4
5050,87,5
4765,72,1
5060,75,2
6020,104,9
4840,110,2
5135,113,3
5060,111,5
4835,102,6
5230,93,4
5275,143,8
5735,95,6
5375,138,1
5695,111,8
4990,121,2
4820,104,2
4885,110,5
5250,99,5
5530,119,3
4740,48,7
5445,100,2
5410,131,3
5160,90,2
6420,128,7
5050,113,3
5715,88,3
5520,75,10
5930,115,2
5315,134,6
3490,69,1
4280,102,10
4645,99,4
5295,94,4
5380,124,7
5580,103,3
4815,111,10
5745,76,6
5980,126,9
5225,95,2
4415,70,5
4355,83,1
3860,99,9
5235,97,1
5365,118,7
4765,112,3
4490,92,6
4725,114,2
4290,108,6
4815,81,1
5090,81,8
4675,87,3
6075,74,7
4060,111,4
4950,127,2
5305,94,10
4875,102,1
4670,76,8
4135,80,9
4470,127,6
4915,106,8
3805,71,2
4370,100,4
5085,96,3
5120,134,5
4770,104,9
5445,99,1
4385,87,3
5185,75,7
5135,93,8
4470,120,4
4270,85,6
4980,85,2
4270,116,8
5280,100,9
4455,141,5
4875,59,9
4340,87,2
3855,92,2
5065,107,9
4510,116,1
5035,80,10
4810,113,10
4625,81,10
4705,138,8
3880,76,2
4415,93,6
5340,95,3
4740,105,10
5205,98,6
4960,126,7
5205,98,7
5340,90,10
5410,92,8
6255,71,9
5405,125,8
5235,105,9
4555,93,10
4525,130,6
5365,74,7
5535,104,3
5200,70,4
4770,118,5
5135,74,9
5805,127,9
5075,108,6
4300,114,8
5120,111,8
4930,97,2
5535,68,7
5505,104,10
5635,80,5
4805,133,8
4950,125,10
5060,108,7
5275,92,3
5190,85,4
5040,111,9
4865,100,6
4900,103,2
4995,86,3
4705,120,7
4630,161,10
4925,96,5
5150,106,6
5230,108,3
4705,102,5
4445,99,9
4725,93,7
5260,100,8
4280,66,7
5865,107,6
4945,133,5
4780,56,10
5290,110,2
5480,66,8
5530,103,2
5395,66,10
5955,97,9
4980,87,1
5260,101,4
5105,76,1
5200,74,9
4435,101,6
5195,63,9
5780,93,3
5160,102,7
4950,103,6
5555,103,10
5710,94,1
5245,118,1
5095,122,9
5350,114,8
4425,131,4
5255,97,9
4690,105,4
5085,89,8
4010,95,3
5040,119,4
5565,65,4
4905,99,3
4640,97,9
4770,88,7
4965,85,4
5300,105,2
4670,108,6
5540,125,6
4815,100,10
4450,97,9
4895,102,10
5720,93,5
5350,103,1
5645,65,6
5000,80,8
4295,117,5
4970,66,9
5005,83,4
5025,80,1
5460,73,8
5005,107,3
4450,99,2
5150,111,1
4560,92,2
4135,97,4
4575,90,3
4930,73,9
5220,121,3
4890,113,2
4810,74,5
6180,103,9
4775,131,7
5600,137,6
4935,119,4
5610,85,8
4810,99,1
5200,102,3
5905,117,2
5095,84,4
3885,122,9
5200,105,1
5205,72,1
4820,65,5
5500,97,7
4920,111,7
4775,124,3
4815,110,5
4445,115,5
5445,109,5
5670,118,5
4825,139,6
5170,101,8
5915,106,10
